7000,,
7100,,
7200,TD,CH
7300,,
7400,,
7500,ID,UW
7600,AT,GJ
7700,,
7800,VF,UE
7900,,
7001,,
7101,,
7201,,
7301,,
7401,AC,CH
7501,TD,WB
7601,,
7701,,
7801,,
7901,,
7002,,
7102,,
7202,,
7302,,
7402,AC,TN
7502,AC,TN
7602,AT,WB
7702,AT,AP
7802,,
7902,,
7003,,
7103,,
7203,,
7303,,
7403,,
7503,AC,DL
7603,,
7703,,
7803,,
7903,,
7004,,
7104,,
7204,TD,KA
7304,RG,MH
7404,,
7504,AC,OR
7604,,
7704,,
7804,,
7904,,
7005,,
7105,,
7205,TD,OR
7305,,
7405,TD,GJ
7505,RG,UE
7605,,
7705,,
7805,,
7905,,
7006,,
7106,,
7206,TD,HR
7306,,
7406,,
7506,,
7606,,
7706,,
7806,,
7906,,
7007,,
7107,,
7207,T24,AP
7307,RL,PB
7407,,
7507,,
7607,AT,UE
7707,,
7807,ST,HP
7907,,
7008,,
7108,,
7208,TD,MU
7308,,
7408,VF,UE
7508,VF,PB
7608,,
7708,AT,TN
7808,ST,BR
7908,,
7009,,
7109,,
7209,TD,BR
7309,,
7409,,
7509,,
7609,,
7709,AT,MH
7809,ST,OR
7909,,
7010,,
7110,,
7210,,
7310,,
7410,,
7510,,
7610,,
7710,,
7810,,
7910,,
7011,,
7111,,
7211,,
7311,,
7411,TI,KA
7511,,
7611,,
7711,,
7811,,
7911,,
7012,,
7112,,
7212,,
7312,,
7412,,
7512,,
7612,,MP
7712,,
7812,,
7912,,
7013,,
7113,,
7213,,
7313,,
7413,,
7513,,
7613,,
7713,,
7813,,
7913,,
7014,,
7114,,
7214,,
7314,,
7414,,
7514,,
7614,,
7714,,
7814,RC,PB
7914,,
7015,,
7115,,
7215,,
7315,,
7415,TI,MP
7515,,
7615,,
7715,,
7815,,
7915,,
7016,,
7116,,
7216,,
7316,,
7416,TI,AP
7516,,
7616,,
7716,,
7816,,
7916,,
7017,,
7117,,
7217,,
7317,,
7417,VG,UW
7517,,
7617,,
7717,,
7817,,
7917,,
7018,,
7118,,
7218,,
7318,,
